,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
2578,anetv_C8Toxe4fE30,16095,People are sitting in the stands watching. The man,"at last , how big the crowd are [MASK] the bus or subway car in rush time , how","at last , how big the crowd are ",gold,"of the bus or subway car in rush time , how","on the bus or subway car in rush time , how","in the bus or subway car in rush time , how","to the bus or subway car in rush time , how",1
2579,lsmdc3074_THE_ROOMMATE-3920,2160,"She reveals the name someone over her heart. Now in their dorm, beyond the photo of someone and her sister, someone",master my english the third bird will be my hatred [MASK] writing .,master my english the third bird will be my hatred ,gold,to writing .,in writing .,for writing .,of writing .,3
2580,lsmdc3074_THE_ROOMMATE-3920,2158,They pose together in front of the graffitied wall. Someone,you and your organization that i am the appropriate candidate [MASK] you .,you and your organization that i am the appropriate candidate ,gold,in you .,to you .,for you .,of you .,2
2581,lsmdc3074_THE_ROOMMATE-3920,2161,"Now in their dorm, beyond the photo of someone and her sister, someone sits at a laptop. Someone",closer to mankind and there will be another great leap [MASK] it .,closer to mankind and there will be another great leap ,gold,of it .,towards it .,to it .,in it .,1
2582,lsmdc3074_THE_ROOMMATE-3920,2155,The roommates approach a large oil painting in another section. It,time and you can go somewhere but when you travel [MASK] public transport you must wait to the time when the,time and you can go somewhere but when you travel ,gold,on public transport you must wait to the time when the,of public transport you must wait to the time when the,to public transport you must wait to the time when the,in public transport you must wait to the time when the,0
2583,lsmdc3074_THE_ROOMMATE-3920,2161,"Now in their dorm, beyond the photo of someone and her sister, someone sits at a laptop. Someone",but when you travel in public transport you must wait [MASK] the time when the public transport could catch you .,but when you travel in public transport you must wait ,gen,of the time when the public transport could catch you .,for the time when the public transport could catch you .,to the time when the public transport could catch you .,in the time when the public transport could catch you .,1
2584,lsmdc3074_THE_ROOMMATE-3920,2156,A dark red splotch at the nurse's neck gives the impression of a slit throat. Someone,in public transport you must go to the points [MASK] the route .,in public transport you must go to the points ,gold,along the route .,of the route .,in the route .,to the route .,0
2585,lsmdc3074_THE_ROOMMATE-3920,2157,"Outside, someone takes out a camera and someone poses. They","read this good news , it is the first step [MASK] the final result and i will try to do my","read this good news , it is the first step ",gold,of the final result and i will try to do my,towards the final result and i will try to do my,to the final result and i will try to do my,in the final result and i will try to do my,1
2586,anetv_tAEGMVLn0wk,12737,A young girl is seen walking around a playground with other people walking around. She,i worked [MASK] that staff more than ten years ago ( new employees,i worked ,gold,on that staff more than ten years ago ( new employees,to that staff more than ten years ago ( new employees,of that staff more than ten years ago ( new employees,in that staff more than ten years ago ( new employees,0
2587,anetv_tAEGMVLn0wk,95,"She climbs up a ladder while her mother attempts to help her, but changes her mind and walks away indecisively. She","consequently , it will be a constantly research [MASK] the field of our origins .","consequently , it will be a constantly research ",gen,of the field of our origins .,in the field of our origins .,to the field of our origins .,into the field of our origins .,3
2588,anetv_tAEGMVLn0wk,95,"She climbs up a ladder while her mother attempts to help her, but changes her mind and walks away indecisively. She","it comes to helping communities , people hold different attitudes [MASK] whether young people nowadays do not give enough time to","it comes to helping communities , people hold different attitudes ",gold,of whether young people nowadays do not give enough time to,to whether young people nowadays do not give enough time to,towards whether young people nowadays do not give enough time to,in whether young people nowadays do not give enough time to,2
2589,anetv_tAEGMVLn0wk,12738,She speaks to the camera and points around the area while speaking to others and climbing on monkey bars. She,"to the best university , student have to perform well [MASK] their curriculum , such as literature and science , they","to the best university , student have to perform well ",gen,"in their curriculum , such as literature and science , they","to their curriculum , such as literature and science , they","for their curriculum , such as literature and science , they","of their curriculum , such as literature and science , they",0
2590,anetv_tAEGMVLn0wk,12738,She speaks to the camera and points around the area while speaking to others and climbing on monkey bars. She,"they have to do full time job [MASK] day time , and have a part time job at",they have to do full time job ,gold,"of day time , and have a part time job at","for day time , and have a part time job at","in day time , and have a part time job at","to day time , and have a part time job at",2
2591,anetv_tAEGMVLn0wk,94,A little girl is walking in a public playground. She,"first translations appear [MASK] the end of 18th century , but this is not",first translations appear ,gen,"to the end of 18th century , but this is not","at the end of 18th century , but this is not","of the end of 18th century , but this is not","in the end of 18th century , but this is not",1
2592,anetv_EolA3Rd_Vm4,3054,A person is laying down in a chair with their leg up. A woman standing next to her,once more [MASK] the breach ! ) .,once more ,gen,of the breach ! ) .,unto the breach ! ) .,in the breach ! ) .,to the breach ! ) .,1
2593,anetv_EolA3Rd_Vm4,3054,A person is laying down in a chair with their leg up. A woman standing next to her,it comes [MASK] fashion and becomes honorable to translate shakespeare .,it comes ,gold,in fashion and becomes honorable to translate shakespeare .,to fashion and becomes honorable to translate shakespeare .,of fashion and becomes honorable to translate shakespeare .,into fashion and becomes honorable to translate shakespeare .,3
2594,anetv_EolA3Rd_Vm4,3055,A woman standing next to her is shaving her let. Another person,"russian society gradually begins appreciating shakespeare 's skill [MASK] portraying greatness , depth , and complexity of a human",russian society gradually begins appreciating shakespeare 's skill ,gold,"at portraying greatness , depth , and complexity of a human","to portraying greatness , depth , and complexity of a human","in portraying greatness , depth , and complexity of a human","of portraying greatness , depth , and complexity of a human",0
2595,anetv_rBaR5xF8orE,15364,A large group of people are seen sitting around an auditorium with one man flying kites around in the middle. The person,"all in all , he apologized and [MASK] the end everything is solved","all in all , he apologized and ",gen,in the end everything is solved,of the end everything is solved,to the end everything is solved,for the end everything is solved,0
2596,anetv_rBaR5xF8orE,15364,A large group of people are seen sitting around an auditorium with one man flying kites around in the middle. The person,"the restaurant location is [MASK] the street isabela católica number 30 , suburb centro historico",the restaurant location is ,gold,"to the street isabela católica number 30 , suburb centro historico","of the street isabela católica number 30 , suburb centro historico","in the street isabela católica number 30 , suburb centro historico","on the street isabela católica number 30 , suburb centro historico",3
2597,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6042,"Someone opens an armored case, revealing two rows of metallic objects. She","azul historico is a different restaurant and is located [MASK] a patio of an old building in the zocalo ,",azul historico is a different restaurant and is located ,gen,"on a patio of an old building in the zocalo ,","in a patio of an old building in the zocalo ,","of a patio of an old building in the zocalo ,","to a patio of an old building in the zocalo ,",0
2598,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6044,"Someone steps forward and casually tosses the pistol on to the body. As someone saunters across the vault, the muscular bald thug","but these three are some of the best typical food [MASK] mexico : the  cochinita pibil  ,  chichilo",but these three are some of the best typical food ,gen,"to mexico : the  cochinita pibil  ,  chichilo","for mexico : the  cochinita pibil  ,  chichilo","of mexico : the  cochinita pibil  ,  chichilo","in mexico : the  cochinita pibil  ,  chichilo",3
2599,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6022,"Scanning the mezzanine level, someone leads them forward. In the vault, someone",by a combination of 7 different types of moles originating [MASK] oaxaca and the last dish is the typical  cochinita,by a combination of 7 different types of moles originating ,gold,from oaxaca and the last dish is the typical  cochinita,in oaxaca and the last dish is the typical  cochinita,of oaxaca and the last dish is the typical  cochinita,to oaxaca and the last dish is the typical  cochinita,0
2600,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6063,"With an aggressive kick, he rolls the body over and crouches beside it. He","as you can see [MASK] my cv that i enclose in the letter , i",as you can see ,gold,"on my cv that i enclose in the letter , i","in my cv that i enclose in the letter , i","to my cv that i enclose in the letter , i","of my cv that i enclose in the letter , i",0
2601,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6007,Someone picks up an assault rifle and puts the strap over his head. Someone,"as you can see in my cv that i enclose [MASK] the letter , i have studied international trade degree and",as you can see in my cv that i enclose ,gold,"of the letter , i have studied international trade degree and","in the letter , i have studied international trade degree and","to the letter , i have studied international trade degree and","with the letter , i have studied international trade degree and",3
2602,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6032,"As the chopper flies away, someone's men reverse a large eight - wheel vehicle to the tank's hitch. Inside, the chopper's light",and a degree in economics and marketing with high qualifications [MASK] the london economics school during four years .,and a degree in economics and marketing with high qualifications ,gen,to the london economics school during four years .,of the london economics school during four years .,from the london economics school during four years .,in the london economics school during four years .,2
2603,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6035,"Wearing hazmat suits, her men feed hoses into the vault as others enter with flashlight - mounted spraying devices. They","also i have a degree in it [MASK] the google university , i did that course online .",also i have a degree in it ,gold,"from the google university , i did that course online .","of the google university , i did that course online .","in the google university , i did that course online .","to the google university , i did that course online .",0
2604,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6024,"Tiny triangular wings pop out of the key. Inserting it further, someone",i have been working in harrod 's [MASK] five years as a shopper assistant and now i am,i have been working in harrod 's ,gold,for five years as a shopper assistant and now i am,of five years as a shopper assistant and now i am,to five years as a shopper assistant and now i am,in five years as a shopper assistant and now i am,0
2605,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6012,"Someone swallows, and his glassy eyes drift away from someone toward the ground. He","years as a shopper assistant and now i am working [MASK] the apple store of covent garden as floor manager ,",years as a shopper assistant and now i am working ,gen,"at the apple store of covent garden as floor manager ,","to the apple store of covent garden as floor manager ,","in the apple store of covent garden as floor manager ,","of the apple store of covent garden as floor manager ,",0
2606,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6057,"Someone follows his son back across the roof. Now, someone","assistant and now i am working in the apple store [MASK] covent garden as floor manager , i am in charge",assistant and now i am working in the apple store ,gold,"to covent garden as floor manager , i am in charge","for covent garden as floor manager , i am in charge","of covent garden as floor manager , i am in charge","in covent garden as floor manager , i am in charge",3
2607,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6045,"Shifting her weight, she approaches her father. As she gazes into his eyes, someone","world , and the other international types that all people [MASK] the world are share it .","world , and the other international types that all people ",gold,in the world are share it .,of the world are share it .,throughout the world are share it .,to the world are share it .,2
2608,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6027,"Someone lifts a tablet, reading the levels of radiation. Now, a massive cylindrical tank in a steel cage with wheels,",certain area has it 's thumb print on the person [MASK] that part .,certain area has it 's thumb print on the person ,gold,of that part .,for that part .,to that part .,in that part .,3
2609,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6057,"Someone follows his son back across the roof. Now, someone","not the least , music is a sort of treatment [MASK] those who are suffering , so regardless of it 's","not the least , music is a sort of treatment ",gen,"of those who are suffering , so regardless of it 's","in those who are suffering , so regardless of it 's","for those who are suffering , so regardless of it 's","to those who are suffering , so regardless of it 's",2
2610,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6020,"Elsewhere, a dust covered gas mask lies among other piles of decrepit withering debris. Someone",'s type or nationality it 's a kind of medicine [MASK] the soul .,'s type or nationality it 's a kind of medicine ,gold,to the soul .,for the soul .,in the soul .,of the soul .,1
2611,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6008,"Standing behind his son, he looks at someone and his expression softens. He","prohibition and destruction of books has occurred in historical periods [MASK] the inquisition , the knowledge was manipulated by the powerful",prohibition and destruction of books has occurred in historical periods ,gold,"like the inquisition , the knowledge was manipulated by the powerful","of the inquisition , the knowledge was manipulated by the powerful","in the inquisition , the knowledge was manipulated by the powerful","to the inquisition , the knowledge was manipulated by the powerful",0
2612,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6038,Lifting an arm the fair - skinned beauty carefully removes her gas mask. She,"ideas were maintained ; ( for instance , the astronomy [MASK] galileo galilei ) the book - burning caused a delay","ideas were maintained ; ( for instance , the astronomy ",gold,to galileo galilei ) the book - burning caused a delay,for galileo galilei ) the book - burning caused a delay,of galileo galilei ) the book - burning caused a delay,in galileo galilei ) the book - burning caused a delay,2
2613,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6052,"Moving forward, they approach two masked guards, both facing the roof's edge. Someone","it element gave access to the knowledge recovering significant books [MASK] plato , aristotle and so on , authors against political",it element gave access to the knowledge recovering significant books ,gold,"of plato , aristotle and so on , authors against political","by plato , aristotle and so on , authors against political","to plato , aristotle and so on , authors against political","in plato , aristotle and so on , authors against political",1
2614,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6009,"Looking away, someone nods a little. Someone",most efficient and objective way to transmit the knowledge was [MASK] books and it was not possible because of the burning,most efficient and objective way to transmit the knowledge was ,gold,in books and it was not possible because of the burning,through books and it was not possible because of the burning,to books and it was not possible because of the burning,of books and it was not possible because of the burning,1
2615,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6028,"Now, a massive cylindrical tank in a steel cage with wheels, hangs beneath the helicopter as it cruises toward the sprawling facility. Spotlights",has increased from 7% to about 18% in 32 years [MASK] the unitated states .,has increased from 7% to about 18% in 32 years ,gen,for the unitated states .,of the unitated states .,to the unitated states .,in the unitated states .,3
2616,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6016,Another man opens the door completely to reveal a seemingly empty shelf. Someone,in fact above all [MASK] rich families the children are in trouble with their family,in fact above all ,gold,of rich families the children are in trouble with their family,in rich families the children are in trouble with their family,for rich families the children are in trouble with their family,to rich families the children are in trouble with their family,1
2617,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6006,Someone reaches into the trunk and hands him a sawed - off shotgun. Someone,but [MASK] the other side there are poor people that aspire to,but ,gold,of the other side there are poor people that aspire to,on the other side there are poor people that aspire to,in the other side there are poor people that aspire to,to the other side there are poor people that aspire to,1
2618,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6020,"Elsewhere, a dust covered gas mask lies among other piles of decrepit withering debris. Someone",for applying for this position is that i am good [MASK] combining my experience in swimming with my wide knowledge of,for applying for this position is that i am good ,gen,to combining my experience in swimming with my wide knowledge of,of combining my experience in swimming with my wide knowledge of,at combining my experience in swimming with my wide knowledge of,in combining my experience in swimming with my wide knowledge of,2
2619,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6051,"As they separate, someone glances over and receives a slight nod from his dad. Moving forward, they",position is that i am good on combining my experience [MASK] swimming with my wide knowledge of the countryside which i,position is that i am good on combining my experience ,gen,for swimming with my wide knowledge of the countryside which i,to swimming with my wide knowledge of the countryside which i,of swimming with my wide knowledge of the countryside which i,in swimming with my wide knowledge of the countryside which i,2
2620,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6055,"Meanwhile, someone and someone approach a large block letter sign on the roof's edge. They","if this will also be the case [MASK] out future , then i think that today we underestimate",if this will also be the case ,gold,"of out future , then i think that today we underestimate","to out future , then i think that today we underestimate","for out future , then i think that today we underestimate","in out future , then i think that today we underestimate",3
2621,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6049,"Outside the entrance, the helicopter touches down in a whirlwind of dust. Someone and someone",the hospital she 's bored and she could n't get [MASK] the bed for a few days .,the hospital she 's bored and she could n't get ,gen,to the bed for a few days .,of the bed for a few days .,out the bed for a few days .,in the bed for a few days .,2
2622,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6026,"The prisoner twists the key, another quarter turn to the right. They",for over 3 hours and his mother started calling him [MASK] the telephone and she was really angry because he forgot,for over 3 hours and his mother started calling him ,gold,to the telephone and she was really angry because he forgot,of the telephone and she was really angry because he forgot,in the telephone and she was really angry because he forgot,on the telephone and she was really angry because he forgot,3
2623,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6034,"Outside, the vehicle parks the tank and someone's men rush towards it. Wearing hazmat suits, her men","been used to arrange and accomplish complete public transportation net [MASK] the same country , and sometimes exceeded it to another",been used to arrange and accomplish complete public transportation net ,gen,"of the same country , and sometimes exceeded it to another","in the same country , and sometimes exceeded it to another","throughout the same country , and sometimes exceeded it to another","to the same country , and sometimes exceeded it to another",2
2624,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6019,"He slowly turns the base. Elsewhere, a dust covered gas mask","net through the same country , and sometimes exceeded it [MASK] another country boarder upon an agreement between those countries .","net through the same country , and sometimes exceeded it ",gold,beyond another country boarder upon an agreement between those countries .,in another country boarder upon an agreement between those countries .,of another country boarder upon an agreement between those countries .,to another country boarder upon an agreement between those countries .,0
2625,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6032,"As the chopper flies away, someone's men reverse a large eight - wheel vehicle to the tank's hitch. Inside, the chopper's light","country , and sometimes exceeded it to another country boarder [MASK] an agreement between those countries .","country , and sometimes exceeded it to another country boarder ",gold,of an agreement between those countries .,by an agreement between those countries .,to an agreement between those countries .,in an agreement between those countries .,1
2626,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6018,"With gloved hands, someone unwraps it as someone watches. Someone",and more important than art which be a necessary part [MASK] our life .,and more important than art which be a necessary part ,gold,for our life .,of our life .,in our life .,to our life .,1
2627,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6041,"Someone takes a few steps, then leads them up a vertical ladder on the wall. Someone","technology is one of important part [MASK] our life , which has made life more convenient .",technology is one of important part ,gen,"of our life , which has made life more convenient .","in our life , which has made life more convenient .","to our life , which has made life more convenient .","for our life , which has made life more convenient .",0
2628,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6014,Someone watches intently from behind his mask. Someone,in the old age we calculated number [MASK] our brain that might lead to some mistakes .,in the old age we calculated number ,gold,of our brain that might lead to some mistakes .,to our brain that might lead to some mistakes .,with our brain that might lead to some mistakes .,in our brain that might lead to some mistakes .,2
2629,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6029,Spotlights illuminate a wide clearing by a building's entrance. Dust,"as a person said ' ' sitting [MASK] a computer , you will get the world . ''",as a person said ' ' sitting ,gold,"at a computer , you will get the world . ''","to a computer , you will get the world . ''","of a computer , you will get the world . ''","in a computer , you will get the world . ''",0
2630,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6025,"Inserting it further, someone turns the cylinder clockwise. The prisoner","; for instance , your boss was angry and shouted [MASK] you or you should carefully deal with the relationship between","; for instance , your boss was angry and shouted ",gen,of you or you should carefully deal with the relationship between,at you or you should carefully deal with the relationship between,to you or you should carefully deal with the relationship between,in you or you should carefully deal with the relationship between,1
2631,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6065,"The bald thug cocks the gun and strolls up the chopper's loading ramp into its interior's red glow. Turning around, he","some entertainment ; for example , you can listened music [MASK] your cellphone or watched some funny videos after all things","some entertainment ; for example , you can listened music ",gen,on your cellphone or watched some funny videos after all things,in your cellphone or watched some funny videos after all things,of your cellphone or watched some funny videos after all things,to your cellphone or watched some funny videos after all things,0
2632,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6021,"Someone cautiously enters in front of his dad, aiming a flashlight - mounted rifle around the decaying room. Someone's weapon","developed technology , we can see the game which happened [MASK] the opposite of the earth .","developed technology , we can see the game which happened ",gen,to the opposite of the earth .,in the opposite of the earth .,on the opposite of the earth .,of the opposite of the earth .,2
2633,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6003,"Now inside the plant, someone stands behind the tall florescence. He",reason is that soccer involved for all players to participate [MASK] the game .,reason is that soccer involved for all players to participate ,gen,for the game .,in the game .,to the game .,of the game .,1
2634,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6000,"Someone takes the group deeper into the vault, beyond the set of metal bars. As they inspect the area with their flashlights, he","doing a surprise for her , but it was kept [MASK] a big secret until night party .","doing a surprise for her , but it was kept ",gold,of a big secret until night party .,as a big secret until night party .,in a big secret until night party .,to a big secret until night party .,1
2635,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6017,"Someone hands him the old bundle from the radiator. With gloved hands, someone","her parents looked at her , and they were happy [MASK] her .","her parents looked at her , and they were happy ",gold,to her .,in her .,for her .,of her .,2
2636,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6010,"Someone starts to speak, then stops himself. He",the czech republic is wealth [MASK] a history .,the czech republic is wealth ,gold,in a history .,with a history .,to a history .,of a history .,1
2637,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6052,"Moving forward, they approach two masked guards, both facing the roof's edge. Someone",i am the eldest [MASK] my family so i had to take care of my,i am the eldest ,gen,of my family so i had to take care of my,for my family so i had to take care of my,in my family so i had to take care of my,to my family so i had to take care of my,2
2638,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6059,Someone hands her father a radio. He,i enrolled [MASK] different courses about children development and currently i am working,i enrolled ,gold,for different courses about children development and currently i am working,in different courses about children development and currently i am working,to different courses about children development and currently i am working,of different courses about children development and currently i am working,1
2639,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6004,"Now, someone and someone open the Maybach's trunk, and peruse their stockpile of military grade weaponry. They",i participated in sports clubs [MASK] my high school .,i participated in sports clubs ,gold,in my high school .,to my high school .,of my high school .,at my high school .,3
2640,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6002,"The car makes a slight left and rolls to a stop. As someone surveys the scene, his son",eleven years but i havent lost the passion i feel [MASK] it .,eleven years but i havent lost the passion i feel ,gold,to it .,for it .,of it .,in it .,1
2641,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6044,"Someone steps forward and casually tosses the pistol on to the body. As someone saunters across the vault, the muscular bald thug","i have been practicing gymnastics [MASK] 4 months and fascinated with it , i like to",i have been practicing gymnastics ,gold,"for 4 months and fascinated with it , i like to","to 4 months and fascinated with it , i like to","of 4 months and fascinated with it , i like to","in 4 months and fascinated with it , i like to",0
2642,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6028,"Now, a massive cylindrical tank in a steel cage with wheels, hangs beneath the helicopter as it cruises toward the sprawling facility. Spotlights","and fascinated with it , i like to be tired [MASK] doing stunts , and i also feel very healthy because","and fascinated with it , i like to be tired ",gold,"from doing stunts , and i also feel very healthy because","in doing stunts , and i also feel very healthy because","of doing stunts , and i also feel very healthy because","to doing stunts , and i also feel very healthy because",0
2643,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6023,"In the vault, someone inserts the cylinder key into a lock at the back of the box. Tiny triangular wings",on the other hand there are a lot of disadvantages [MASK] owing a pet in big citiew .,on the other hand there are a lot of disadvantages ,gold,to owing a pet in big citiew .,of owing a pet in big citiew .,in owing a pet in big citiew .,for owing a pet in big citiew .,0
2644,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6066,"In the vault, someone holds the phone. At a spa, someone",i have heard abou pets that they get sick [MASK] living in a small apartment in down town and that,i have heard abou pets that they get sick ,gold,of living in a small apartment in down town and that,through living in a small apartment in down town and that,in living in a small apartment in down town and that,to living in a small apartment in down town and that,1
2645,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6062,"Someone unfolds the frame and puts them on, as he arrives at someone's body. With an aggressive kick, he",grammar is the most difficult part [MASK] learning english .,grammar is the most difficult part ,gold,of learning english .,to learning english .,in learning english .,for learning english .,0
2646,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6025,"Inserting it further, someone turns the cylinder clockwise. The prisoner","it with a half cut bone which is quite fun [MASK] itself , even before you taste the dish . mashed",it with a half cut bone which is quite fun ,gold,"for itself , even before you taste the dish . mashed","in itself , even before you taste the dish . mashed","to itself , even before you taste the dish . mashed","of itself , even before you taste the dish . mashed",1
2647,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6033,"An armed man in a ski mask arrives, and someone aims. Someone",taking care of our environment is considered [MASK] many of us one of the most important things in,taking care of our environment is considered ,gen,to many of us one of the most important things in,of many of us one of the most important things in,by many of us one of the most important things in,in many of us one of the most important things in,2
2648,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6054,"Using a walk behind electric forklift, he wheels the case on the path lit by the florescent lights. Meanwhile, someone and someone","paper , crystal and plastic items that have been made [MASK] recycled materials allowing us to save tons of primal resources","paper , crystal and plastic items that have been made ",gen,to recycled materials allowing us to save tons of primal resources,of recycled materials allowing us to save tons of primal resources,from recycled materials allowing us to save tons of primal resources,in recycled materials allowing us to save tons of primal resources,2
2649,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6013,"He smiles at someone, then playfully lifts his chin in a nod. Someone",that it is totally difficult to find a necessary thing [MASK] a good price in a defined time through a crowd,that it is totally difficult to find a necessary thing ,gold,at a good price in a defined time through a crowd,in a good price in a defined time through a crowd,to a good price in a defined time through a crowd,of a good price in a defined time through a crowd,0
2650,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,5999,They move past the series of tall thin florescent lights in a heavy circular door. Someone,necessary thing with a good price in a defined time [MASK] a crowd .,necessary thing with a good price in a defined time ,gold,to a crowd .,of a crowd .,for a crowd .,in a crowd .,3
2651,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6067,"At a spa, someone sits up in a steamy massage room. The female masseuse","a person has to carry his coat in a hand [MASK] his other purchases , what is not so easy .",a person has to carry his coat in a hand ,gold,"of his other purchases , what is not so easy .","with his other purchases , what is not so easy .","to his other purchases , what is not so easy .","in his other purchases , what is not so easy .",1
2652,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6053,"In the vault, one of someone's men slides a uranium cylinder back into the case and secures the latch. Using a walk behind electric forklift, he","bad energies of your life , you will be infected [MASK] passion .","bad energies of your life , you will be infected ",gold,to passion .,of passion .,in passion .,by passion .,3
2653,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6048,"He turns back with a hardened look. Outside the entrance, the helicopter","person the passion increases a lot , your feelings are [MASK] their higher level , in this sport you can feel","person the passion increases a lot , your feelings are ",gold,"in their higher level , in this sport you can feel","to their higher level , in this sport you can feel","at their higher level , in this sport you can feel","of their higher level , in this sport you can feel",2
2654,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6061,"Strolling deeper inside, the elderly man eyes his merchandise and removes glasses from his pocket. Someone","this kind of sport ; however , once you are [MASK] it everything becomes easier and you feel healthy and much","this kind of sport ; however , once you are ",gold,in it everything becomes easier and you feel healthy and much,to it everything becomes easier and you feel healthy and much,of it everything becomes easier and you feel healthy and much,into it everything becomes easier and you feel healthy and much,3
2655,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6030,"Inside, someone and his dad cautiously move down a corridor. Outside, the helicopter slowly","you must not be [MASK] your own , otherwise you could not dance in a",you must not be ,gold,"of your own , otherwise you could not dance in a","in your own , otherwise you could not dance in a","on your own , otherwise you could not dance in a","to your own , otherwise you could not dance in a",2
2656,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6058,"Now, someone hurries to her dad. Someone","2 . i did n't get stuck often at thinking [MASK] which word i should use , which gave me enough",2 . i did n't get stuck often at thinking ,gen,"to which word i should use , which gave me enough","in which word i should use , which gave me enough","of which word i should use , which gave me enough","for which word i should use , which gave me enough",2
2657,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6034,"Outside, the vehicle parks the tank and someone's men rush towards it. Wearing hazmat suits, her men",a few lessons you will be able to go diving [MASK] yourself and enjoy the sensation of freedom that provides you,a few lessons you will be able to go diving ,gold,to yourself and enjoy the sensation of freedom that provides you,by yourself and enjoy the sensation of freedom that provides you,of yourself and enjoy the sensation of freedom that provides you,in yourself and enjoy the sensation of freedom that provides you,1
2658,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6037,"Watching the radiation levels decrease on her tablet. As she reaches the back wall, the tablet readings",on emissions by manufacturing plants and force industries to help [MASK] forestation .,on emissions by manufacturing plants and force industries to help ,gold,to forestation .,of forestation .,in forestation .,with forestation .,3
2659,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6040,Now someone and someone climb a set of stairs to a balcony level overlooking the pool. Someone,my local community for 6 years while i was looking [MASK] my children too .,my local community for 6 years while i was looking ,gold,of my children too .,to my children too .,in my children too .,after my children too .,3
